0;2023.09.01 00:00;4;25.625;25.75;25.6875;403;202;0;
1;2023.09.01 00:15;4;25.625;25.75;25.6875;403;202;0;
2;2023.09.01 00:30;4;25.625;25.75;25.625;403;202;0;
3;2023.09.01 00:45;4;25.625;25.75;25.6875;403;202;0;
4;2023.09.01 01:00;4;25.625;25.75;25.6875;403;202;0;
5;2023.09.01 01:15;4;25.625;25.75;25.625;403;202;0;
6;2023.09.01 01:30;4;25.625;25.75;25.625;403;202;0;
7;2023.09.01 01:45;4;25.625;25.75;25.625;403;202;0;
8;2023.09.01 02:00;4;25.625;25.75;25.625;403;202;0;
9;2023.09.01 02:15;4;25.625;25.75;25.625;403;202;0;
10;2023.09.01 02:30;4;25.625;25.75;25.625;403;202;0;
11;2023.09.01 02:45;4;25.625;25.75;25.625;403;202;0;
12;2023.09.01 03:00;4;25.625;25.75;25.625;403;202;0;
13;2023.09.01 03:15;4;25.625;25.6875;25.625;403;202;0;
14;2023.09.01 03:30;4;25.625;25.6875;25.625;403;202;0;
15;2023.09.01 03:45;4;25.5625;25.6875;25.625;403;202;0;
16;2023.09.01 04:00;4;25.5625;25.625;25.5625;403;202;0;
17;2023.09.01 04:15;4;25.5;25.625;25.5625;403;202;0;
18;2023.09.01 04:30;4;25.5;25.625;25.5;403;202;0;
19;2023.09.01 04:45;4;25.5;25.625;25.5;403;202;0;
